"partNumber","description","category","subCategory","manufacturer","stock","imgUrl","weight","vendor","price","unitMeasure","url","createdAt","updatedAt"
"6844794","SPACER: TURBINE 3RD TO 4TH S,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,"https://www.aviall.com/content-images/6844794=T5_120.JPG",0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6844794=T5","{\"$date\":\"2024-02-14T01:32:28.733Z\"}","{\"$date\":\"2024-02-25T15:39:16.500Z\"}"
"6846603","NUT: GANG CHANNEL .250-28,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",5,"https://www.aviall.com/content-images/6846603=T5_120.JPG",0,"aviallaltuser",429.45,"","https://shop.boeing.com/aviation-supply/p/6846603=T5","{\"$date\":\"2024-02-14T01:40:27.726Z\"}","{\"$date\":\"2024-02-25T15:52:42.275Z\"}"
"6846907","Rolls-Royce® Turbine Coupling Shaft Assembly 6846907","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,"https://www.aviall.com/content-images/6846907=T5_120.JPG",0,"aviallaltuser",115729.24,"","https://shop.boeing.com/aviation-supply/p/6846907=T5","{\"$date\":\"2024-02-14T01:43:41.503Z\"}","{\"$date\":\"2024-02-25T16:01:49.494Z\"}"
"6847305","VENT: ENGINE ASSEMBLY,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",19,null,0,"aviallaltuser",5157.53,"","https://shop.boeing.com/aviation-supply/p/6847305=T5","{\"$date\":\"2024-02-14T01:46:16.827Z\"}","{\"$date\":\"2024-02-25T16:38:05.927Z\"}"
"6847349","Rolls-Royce® Turbine Inlet Assembly Casing 6847349","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",134644.31,"","https://shop.boeing.com/aviation-supply/p/6847349=T5","{\"$date\":\"2024-02-14T01:47:31.767Z\"}","{\"$date\":\"2024-02-25T16:31:19.618Z\"}"
"6847719-3","CLAMP:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",354,"https://www.aviall.com/content-images/6847719-3=T5_120.JPG",0,"aviallaltuser",28.08,"","https://shop.boeing.com/aviation-supply/p/6847719-3=T5","{\"$date\":\"2024-02-14T01:48:26.063Z\"}","{\"$date\":\"2024-02-25T16:21:40.274Z\"}"
"6847719-4","CLAMP:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",32,null,0,"aviallaltuser",29.08,"","https://shop.boeing.com/aviation-supply/p/6847719-4=T5","{\"$date\":\"2024-02-14T01:48:30.943Z\"}","{\"$date\":\"2024-02-25T17:04:38.447Z\"}"
"6847720-4","CLAMP:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",28,null,0,"aviallaltuser",26.97,"","https://shop.boeing.com/aviation-supply/p/6847720-4=T5","{\"$date\":\"2024-02-14T01:49:08.748Z\"}","{\"$date\":\"2024-02-25T16:45:04.913Z\"}"
"6847720-8","CLAMP:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",102,null,0,"aviallaltuser",12.53,"","https://shop.boeing.com/aviation-supply/p/6847720-8=T5","{\"$date\":\"2024-02-14T01:49:12.728Z\"}","{\"$date\":\"2024-02-25T18:57:34.403Z\"}"
"6848158","KIT: FUEL FLT, 600 SERIES","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",19,null,0,"aviallaltuser",49,"","https://shop.boeing.com/aviation-supply/p/6848158=T5","{\"$date\":\"2024-02-14T01:50:08.824Z\"}","{\"$date\":\"2024-02-25T16:25:25.886Z\"}"
"6848194","CONNECTOR: OIL TUBE P/T S ASSE,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",18,"https://www.aviall.com/content-images/6848194=64_120.JPG",0,"aviallaltuser",1636.03,"","https://shop.boeing.com/aviation-supply/p/6848194=64","{\"$date\":\"2024-02-14T01:50:35.771Z\"}","{\"$date\":\"2024-02-25T15:48:00.326Z\"}"
"6848471","TUBE:,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",48,"https://www.aviall.com/content-images/6848471=64_120.JPG",0,"aviallaltuser",226.59,"","https://shop.boeing.com/aviation-supply/p/6848471=64","{\"$date\":\"2024-02-14T01:51:02.435Z\"}","{\"$date\":\"2024-02-25T15:36:22.831Z\"}"
"6850826","SHAFT: IDLER GEAR-OIL PUMP,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",17,null,0,"aviallaltuser",415.8,"","https://shop.boeing.com/aviation-supply/p/6850826=T5","{\"$date\":\"2024-02-14T01:57:46.973Z\"}","{\"$date\":\"2024-02-25T16:04:10.579Z\"}"
"6852176","GUIDE: POPPET,ANTI-ICING,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",11,null,0,"aviallaltuser",885.05,"","https://shop.boeing.com/aviation-supply/p/6852176=64","{\"$date\":\"2024-02-14T02:00:52.797Z\"}","{\"$date\":\"2024-02-25T15:51:54.745Z\"}"
"6853366","BRACKET: FIRESHIELD ASSEMBLY,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",71,"https://www.aviall.com/content-images/6853366=64_120.JPG",0,"aviallaltuser",90.27,"","https://shop.boeing.com/aviation-supply/p/6853366=64","{\"$date\":\"2024-02-14T02:01:20.070Z\"}","{\"$date\":\"2024-02-25T15:32:38.470Z\"}"
"6853379","TUBE: FUEL CONTROL TO FIR,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",5,null,0,"aviallaltuser",374.75,"","https://shop.boeing.com/aviation-supply/p/6853379=64","{\"$date\":\"2024-02-14T02:01:44.872Z\"}","{\"$date\":\"2024-02-25T16:28:09.625Z\"}"
"6853446","GEARSHAFT: OIL PUMP,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",20,"https://www.aviall.com/content-images/6853446=64_120.JPG",0,"aviallaltuser",110.75,"","https://shop.boeing.com/aviation-supply/p/6853446=64","{\"$date\":\"2024-02-14T02:02:09.657Z\"}","{\"$date\":\"2024-02-25T15:33:12.212Z\"}"
"6853455","TUBE: OIL TRANSFER,ACC COVER,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",4,"https://www.aviall.com/content-images/6853455=64_120.JPG",0,"aviallaltuser",241.62,"","https://shop.boeing.com/aviation-supply/p/6853455=R4","{\"$date\":\"2024-02-14T02:02:36.366Z\"}","{\"$date\":\"2024-02-25T19:09:52.331Z\"}"
"6853464","TUBE: SCAV OIL-EXT SUMP T,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",40,"https://www.aviall.com/content-images/6853464=64_120.JPG",0,"aviallaltuser",310.03,"","https://shop.boeing.com/aviation-supply/p/6853464=64","{\"$date\":\"2024-02-14T02:03:04.542Z\"}","{\"$date\":\"2024-02-25T15:25:21.869Z\"}"
"6853983","BAFFLE: SPRAY SHIELD,ENG,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",8,null,0,"aviallaltuser",3348.73,"","https://shop.boeing.com/aviation-supply/p/6853983=T5","{\"$date\":\"2024-02-14T02:03:30.773Z\"}","{\"$date\":\"2024-02-25T16:26:01.808Z\"}"
"6854056","BRACKET: FLT,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",6,null,0,"aviallaltuser",27.41,"","https://shop.boeing.com/aviation-supply/p/6854056=64","{\"$date\":\"2024-02-14T02:04:23.919Z\"}","{\"$date\":\"2024-02-25T16:08:19.997Z\"}"
"6854255","VALVE: CHECK,BALL,BURNER DRAIN,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",131,"https://www.aviall.com/content-images/6854255=64_120.JPG",0,"aviallaltuser",431.74,"","https://shop.boeing.com/aviation-supply/p/6854255=64","{\"$date\":\"2024-02-14T02:04:52.099Z\"}","{\"$date\":\"2024-02-25T15:25:38.998Z\"}"
"6855319","COVER: PLATE,ACCESSORY,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",5,null,0,"aviallaltuser",39.23,"","https://shop.boeing.com/aviation-supply/p/6855319=R4","{\"$date\":\"2024-02-14T02:07:09.090Z\"}","{\"$date\":\"2024-02-25T20:01:22.082Z\"}"
"6855876","KIT: GEARBOX REPLACEMENT,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",14,"https://www.aviall.com/content-images/6855876=64_120.JPG",0,"aviallaltuser",58.21,"","https://shop.boeing.com/aviation-supply/p/6855876=64","{\"$date\":\"2024-02-14T02:09:34.252Z\"}","{\"$date\":\"2024-02-25T16:16:10.313Z\"}"
"6856248","RING: SPLIT SEAL,PISTON,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",32,"https://www.aviall.com/content-images/6856248=64_120.JPG",0,"aviallaltuser",61.21,"","https://shop.boeing.com/aviation-supply/p/6856248=64","{\"$date\":\"2024-02-14T02:10:25.698Z\"}","{\"$date\":\"2024-02-25T16:15:24.173Z\"}"
"6856963","TUBE: ANTI-ICING,LH,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",0,null,0,"aviallaltuser",354.96,"","https://shop.boeing.com/aviation-supply/p/6856963=64","{\"$date\":\"2024-02-14T02:12:15.699Z\"}","{\"$date\":\"2024-02-25T16:01:31.039Z\"}"
"6856964","TUBE: ANTI-ICING,RH,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",15,null,0,"aviallaltuser",277.68,"","https://shop.boeing.com/aviation-supply/p/6856964=64","{\"$date\":\"2024-02-14T02:12:42.362Z\"}","{\"$date\":\"2024-02-25T16:15:44.534Z\"}"
"6856977","TUBE: SCAV OIL,FIRES ASSEMBLY,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",0,null,0,"aviallaltuser",303.3,"","https://shop.boeing.com/aviation-supply/p/6856977=64","{\"$date\":\"2024-02-14T02:14:01.840Z\"}","{\"$date\":\"2024-02-25T16:30:04.291Z\"}"
"6856981","FITTING: OIL,SCAVENGE,TURBINE,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",1,null,0,"aviallaltuser",608.23,"","https://shop.boeing.com/aviation-supply/p/6856981=64","{\"$date\":\"2024-02-14T02:14:55.173Z\"}","{\"$date\":\"2024-02-25T16:09:17.277Z\"}"
"6856988","POPPET & SEAT: ANTI-ICING,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",96,"https://www.aviall.com/content-images/6856988=64_120.JPG",0,"aviallaltuser",64.77,"","https://shop.boeing.com/aviation-supply/p/6856988=64","{\"$date\":\"2024-02-14T02:15:20.687Z\"}","{\"$date\":\"2024-02-25T15:25:19.377Z\"}"
"6857866","BUSHING: SLEEVE,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",128,"https://www.aviall.com/content-images/6857866=64_120.JPG",0,"aviallaltuser",11.21,"","https://shop.boeing.com/aviation-supply/p/6857866=64","{\"$date\":\"2024-02-14T02:17:31.864Z\"}","{\"$date\":\"2024-02-25T15:39:37.574Z\"}"
"6859073","RING: RETAINING,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",26,"https://www.aviall.com/content-images/6859073=64_120.JPG",0,"aviallaltuser",71.6,"","https://shop.boeing.com/aviation-supply/p/6859073=64","{\"$date\":\"2024-02-14T02:22:25.065Z\"}","{\"$date\":\"2024-02-25T15:36:15.051Z\"}"
"6859172","TUBE: FUEL-CONTROL TO PUM,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",43,"https://www.aviall.com/content-images/6859172=64_120.JPG",0,"aviallaltuser",371.17,"","https://shop.boeing.com/aviation-supply/p/6859172=64","{\"$date\":\"2024-02-14T02:24:08.111Z\"}","{\"$date\":\"2024-02-25T15:29:10.166Z\"}"
"6859177","TUBE , FUEL,PUMP TO CONTROL,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",62,"https://www.aviall.com/content-images/6859177=64_120.JPG",0,"aviallaltuser",363.14,"","https://shop.boeing.com/aviation-supply/p/6859177=64","{\"$date\":\"2024-02-14T02:24:32.833Z\"}","{\"$date\":\"2024-02-25T15:30:59.847Z\"}"
"6859367","SHAFT: SUPPORT,TORQUEMETER,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",10,null,0,"aviallaltuser",5536.16,"","https://shop.boeing.com/aviation-supply/p/6859367=64","{\"$date\":\"2024-02-14T02:24:58.796Z\"}","{\"$date\":\"2024-02-25T16:09:59.461Z\"}"
"6859433","BEARING: BALL,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",89,"https://www.aviall.com/content-images/6859433=64_120.JPG",0,"aviallaltuser",630.05,"","https://shop.boeing.com/aviation-supply/p/6859433=64","{\"$date\":\"2024-02-14T02:25:50.289Z\"}","{\"$date\":\"2024-02-25T15:36:05.076Z\"}"
"6859485","VALVE: BURNER DRAIN,ASSEMBLY,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,"https://www.aviall.com/content-images/6859485=T5_120.JPG",0,"aviallaltuser",1696,"","https://shop.boeing.com/aviation-supply/p/6859485=T5","{\"$date\":\"2024-02-14T02:26:42.372Z\"}","{\"$date\":\"2024-02-25T15:54:46.555Z\"}"
"6859822","COVER: PROTECTION,PAD,GEARBOX, TACH DRIVE","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",246,"https://www.aviall.com/content-images/6859822=64_120.JPG",0,"aviallaltuser",20.04,"","https://shop.boeing.com/aviation-supply/p/6859822=64","{\"$date\":\"2024-02-14T02:28:47.518Z\"}","{\"$date\":\"2024-02-25T15:31:20.838Z\"}"
"6859823","COVER: PROTECTION,PAD,GEARBOX, STARTER & GENERATOR PAD","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",172,"https://www.aviall.com/content-images/6859823=64_120.JPG",0,"aviallaltuser",19.04,"","https://shop.boeing.com/aviation-supply/p/6859823=64","{\"$date\":\"2024-02-14T02:29:15.891Z\"}","{\"$date\":\"2024-02-25T15:43:05.577Z\"}"
"6859880","NUT: HEX HD,SELF-LKG, THREADED","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",10739,"https://www.aviall.com/content-images/6859880=64_120.JPG",0,"aviallaltuser",3.1,"","https://shop.boeing.com/aviation-supply/p/6859880=64","{\"$date\":\"2024-02-14T02:29:44.221Z\"}","{\"$date\":\"2024-02-25T15:19:22.883Z\"}"
"6859956","TUBE: OIL ACCESSORY HOUSING,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",47,"https://www.aviall.com/content-images/6859956=64_120.JPG",0,"aviallaltuser",376.02,"","https://shop.boeing.com/aviation-supply/p/6859956=64","{\"$date\":\"2024-02-14T02:30:41.437Z\"}","{\"$date\":\"2024-02-25T15:36:42.833Z\"}"
"6870031","Rolls-Royce® Inner Bearing Race 6870031","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",96,"https://www.aviall.com/content-images/6870031=64_120.JPG",0,"aviallaltuser",432.19,"","https://shop.boeing.com/aviation-supply/p/6870031=64","{\"$date\":\"2024-02-14T02:32:28.609Z\"}","{\"$date\":\"2024-02-25T15:22:17.548Z\"}"
"6870032","Rolls-Royce® Oil Filter Element 6870032","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",360,"https://www.aviall.com/content-images/6870032=64_120.JPG",0,"aviallaltuser",250.88,"","https://shop.boeing.com/aviation-supply/p/6870032=64","{\"$date\":\"2024-02-14T02:32:53.320Z\"}","{\"$date\":\"2024-02-25T15:19:53.013Z\"}"
"6870035","TUBE: AIR-FUEL CONTROL,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",91,"https://www.aviall.com/content-images/6870035=64_120.JPG",0,"aviallaltuser",197.41,"","https://shop.boeing.com/aviation-supply/p/6870035=64","{\"$date\":\"2024-02-14T02:33:20.270Z\"}","{\"$date\":\"2024-02-25T15:29:32.963Z\"}"
"6870409","SUPPORT: TURBINE,GUIDE VANE,NI,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",5,null,0,"aviallaltuser",28098,"","https://shop.boeing.com/aviation-supply/p/6870409=T5","{\"$date\":\"2024-02-14T02:34:12.348Z\"}","{\"$date\":\"2024-02-25T16:35:52.596Z\"}"
"6870736","Rolls-Royce® ST Split Seal Piston Ring 6870736","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",378,"https://www.aviall.com/content-images/6870736=64_120.JPG",0,"aviallaltuser",194.04,"","https://shop.boeing.com/aviation-supply/p/6870736=64","{\"$date\":\"2024-02-14T02:36:24.492Z\"}","{\"$date\":\"2024-02-25T15:21:49.391Z\"}"
"6870737","Rolls-Royce® Split Piston Ring Seal ST 6870737","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",229,"https://www.aviall.com/content-images/6870737=64_120.JPG",0,"aviallaltuser",194.67,"","https://shop.boeing.com/aviation-supply/p/6870737=64","{\"$date\":\"2024-02-14T02:36:52.063Z\"}","{\"$date\":\"2024-02-25T15:22:47.162Z\"}"
"6870796","PLATE: THRUST,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",315,"https://www.aviall.com/content-images/6870796=64_120.JPG",0,"aviallaltuser",51.9,"","https://shop.boeing.com/aviation-supply/p/6870796=64","{\"$date\":\"2024-02-14T02:38:37.645Z\"}","{\"$date\":\"2024-02-25T15:31:51.465Z\"}"
"6870927","GEARSHAFT: OIL PUMP,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",73,"https://www.aviall.com/content-images/6870927=64_120.JPG",0,"aviallaltuser",116.48,"","https://shop.boeing.com/aviation-supply/p/6870927=64","{\"$date\":\"2024-02-14T02:39:02.497Z\"}","{\"$date\":\"2024-02-25T15:54:13.931Z\"}"
"6871162","SHIM: TABBED,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",6287,"https://www.aviall.com/content-images/6871162=64_120.JPG",0,"aviallaltuser",8.02,"","https://shop.boeing.com/aviation-supply/p/6871162=64","{\"$date\":\"2024-02-14T02:40:45.837Z\"}","{\"$date\":\"2024-02-25T15:26:47.010Z\"}"
"6871232","NOZZLE: OIL GASIFIER,TURBINE,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",18,"https://www.aviall.com/content-images/6871232=64_120.JPG",0,"aviallaltuser",485.21,"","https://shop.boeing.com/aviation-supply/p/6871232=64","{\"$date\":\"2024-02-14T02:41:12.204Z\"}","{\"$date\":\"2024-02-25T15:38:18.932Z\"}"
"6871311","TUBE: PRESS OIL G/ ASSEMBLY,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",10,null,0,"aviallaltuser",728.77,"","https://shop.boeing.com/aviation-supply/p/6871311=64","{\"$date\":\"2024-02-14T02:41:38.465Z\"}","{\"$date\":\"2024-02-25T15:30:44.731Z\"}"
"6871461","TUBE: AIR-FUEL CTRL TO GO,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",59,"https://www.aviall.com/content-images/6871461=64_120.JPG",0,"aviallaltuser",126.67,"","https://shop.boeing.com/aviation-supply/p/6871461=64","{\"$date\":\"2024-02-14T02:42:31.296Z\"}","{\"$date\":\"2024-02-25T15:27:07.862Z\"}"
"6871473","TUBE: ANTI-ICING,RH,ASSEMBLY,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",43,"https://www.aviall.com/content-images/6871473=64_120.JPG",0,"aviallaltuser",264.19,"","https://shop.boeing.com/aviation-supply/p/6871473=64","{\"$date\":\"2024-02-14T02:42:57.607Z\"}","{\"$date\":\"2024-02-25T15:42:00.460Z\"}"
"6871515","STUD: SHOULDERED,ST,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",2,"https://www.aviall.com/content-images/6871515=T5_120.JPG",0,"aviallaltuser",197.4,"","https://shop.boeing.com/aviation-supply/p/6871515=T5","{\"$date\":\"2024-02-14T04:53:58.861Z\"}","{\"$date\":\"2024-02-25T16:11:34.591Z\"}"
"6871937","TUBE: OIL ACCESSORY HOUSING, TO CHECK VALVE","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",39,"https://www.aviall.com/content-images/6871937=64_120.JPG",0,"aviallaltuser",221.88,"","https://shop.boeing.com/aviation-supply/p/6871937=64","{\"$date\":\"2024-02-14T04:59:09.955Z\"}","{\"$date\":\"2024-02-25T15:37:27.412Z\"}"
"6873234","KEY: RECTANGULAR,.175X.450,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",2,null,0,"aviallaltuser",171.18,"","https://shop.boeing.com/aviation-supply/p/6873234=T5","{\"$date\":\"2024-02-14T05:00:01.422Z\"}","{\"$date\":\"2024-02-25T16:00:13.476Z\"}"
"6873482","CABLE: PROP GOVERNOR, TURBINE","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",34,null,0,"aviallaltuser",527.76,"","https://shop.boeing.com/aviation-supply/p/6873482=64","{\"$date\":\"2024-02-14T05:00:26.612Z\"}","{\"$date\":\"2024-02-25T16:22:23.631Z\"}"
"6873483","CABLE: PROP GOVERNOR, TURBINE","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",15,null,0,"aviallaltuser",457.26,"","https://shop.boeing.com/aviation-supply/p/6873483=64","{\"$date\":\"2024-02-14T05:00:51.145Z\"}","{\"$date\":\"2024-02-25T16:34:34.395Z\"}"
"6873905","RING: RETAINING,INT,ST,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",210,"https://www.aviall.com/content-images/6873905=64_120.JPG",0,"aviallaltuser",17.63,"","https://shop.boeing.com/aviation-supply/p/6873905=64","{\"$date\":\"2024-02-14T05:02:10.062Z\"}","{\"$date\":\"2024-02-25T15:24:17.565Z\"}"
"6873949","SPACER: SLEEVE,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",38,"https://www.aviall.com/content-images/6873949=64_120.JPG",0,"aviallaltuser",87.59,"","https://shop.boeing.com/aviation-supply/p/6873949=64","{\"$date\":\"2024-02-14T05:03:01.101Z\"}","{\"$date\":\"2024-02-25T15:59:36.791Z\"}"
"6874725","DIAPHRAGM: BLEED VALVE, COMPRESSOR","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",337,"https://www.aviall.com/content-images/6874725=64_120.JPG",0,"aviallaltuser",204.65,"","https://shop.boeing.com/aviation-supply/p/6874725=64","{\"$date\":\"2024-02-14T05:05:10.655Z\"}","{\"$date\":\"2024-02-25T15:30:25.465Z\"}"
"6874729","SPRING: COMPRESSOR BLEED, VALVE","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",3,"https://www.aviall.com/content-images/6874729=64_120.JPG",0,"aviallaltuser",88.01,"","https://shop.boeing.com/aviation-supply/p/6874729=64","{\"$date\":\"2024-02-14T05:05:36.791Z\"}","{\"$date\":\"2024-02-25T15:47:38.704Z\"}"
"6874816","VALVE: COMPRESSOR BLEED VALVE,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",126,"https://www.aviall.com/content-images/6874816=64_120.JPG",0,"aviallaltuser",650.71,"","https://shop.boeing.com/aviation-supply/p/6874816=64","{\"$date\":\"2024-02-14T05:06:02.855Z\"}","{\"$date\":\"2024-02-25T15:43:50.643Z\"}"
"6874817","FILTER: COMPRESSOR,BLEED VALVE,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",77,"https://www.aviall.com/content-images/6874817=64_120.JPG",0,"aviallaltuser",58.21,"","https://shop.boeing.com/aviation-supply/p/6874817=64","{\"$date\":\"2024-02-14T05:06:29.002Z\"}","{\"$date\":\"2024-02-25T16:05:22.671Z\"}"
"6875093","POINTER: PROTRACTOR, COORDINATOR","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",14,null,0,"aviallaltuser",179.36,"","https://shop.boeing.com/aviation-supply/p/6875093=64","{\"$date\":\"2024-02-14T05:06:55.453Z\"}","{\"$date\":\"2024-02-25T16:24:13.746Z\"}"
"6875094","DECAL: CONDITION LEVER,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",202,null,0,"aviallaltuser",6.71,"","https://shop.boeing.com/aviation-supply/p/6875094=64","{\"$date\":\"2024-02-14T05:07:21.806Z\"}","{\"$date\":\"2024-02-25T16:28:52.816Z\"}"
"6875224","ACCUMULATOR: HYD,6CU IN,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",26,"https://www.aviall.com/content-images/6875224=64_120.JPG",0,"aviallaltuser",1129.22,"","https://shop.boeing.com/aviation-supply/p/6875224=64","{\"$date\":\"2024-02-14T05:07:48.786Z\"}","{\"$date\":\"2024-02-25T16:08:30.023Z\"}"
"6875248","Rolls-Royce® Discharge Scroll Insert 6875248","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",176,"https://www.aviall.com/content-images/6875248=64_120.JPG",0,"aviallaltuser",1045.08,"","https://shop.boeing.com/aviation-supply/p/6875248=64","{\"$date\":\"2024-02-14T05:08:43.445Z\"}","{\"$date\":\"2024-02-25T15:33:38.097Z\"}"
"6875350","GASKET: METALLIC,U-RING 2.830,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",807,"https://www.aviall.com/content-images/6875350=64_120.JPG",0,"aviallaltuser",132.42,"","https://shop.boeing.com/aviation-supply/p/6875350=64","{\"$date\":\"2024-02-14T05:09:10.973Z\"}","{\"$date\":\"2024-02-25T15:20:25.607Z\"}"
