"partNumber","description","category","subCategory","manufacturer","stock","imgUrl","weight","vendor","price","unitMeasure","url","createdAt","updatedAt"
"6800218-321","PLUG, PROT DUST & MOIST,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",2352,null,0,"aviallaltuser",2.47,"","https://shop.boeing.com/aviation-supply/p/6800218-321=64","{\"$date\":\"2024-02-25T16:34:25.192Z\"}","{\"$date\":\"2024-02-25T16:34:25.192Z\"}"
"MS9593-052","BRACKET: 90DEG,CRES,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",17,null,0,"aviallaltuser",32.94,"","https://shop.boeing.com/aviation-supply/p/MS9593-052=64","{\"$date\":\"2024-02-25T16:34:29.436Z\"}","{\"$date\":\"2024-02-25T16:34:29.436Z\"}"
"AN122704","PIN: DOWEL,UNTHREADED,ST, DIA .1875IN","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",9,"https://www.aviall.com/content-images/AN122704=64_120.JPG",0,"aviallaltuser",6.1,"","https://shop.boeing.com/aviation-supply/p/AN122704=R4","{\"$date\":\"2024-02-25T16:34:59.837Z\"}","{\"$date\":\"2024-02-25T19:20:01.200Z\"}"
"6705112P020","CAGE: BEARING, HOUSING","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",12,"https://www.aviall.com/content-images/6705112P020=T5_120.JPG",0,"aviallaltuser",1108.26,"","https://shop.boeing.com/aviation-supply/p/6705112P020=T5","{\"$date\":\"2024-02-25T16:35:04.034Z\"}","{\"$date\":\"2024-02-25T16:35:04.034Z\"}"
"LK74606","RING: SECURING,INTERSTAGE SEAL,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/LK74606=R2","{\"$date\":\"2024-02-25T16:35:12.421Z\"}","{\"$date\":\"2024-02-25T16:35:12.421Z\"}"
"M250-10071","GEARSHAFT: GENERATOR IDLER,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",3,null,0,"aviallaltuser",5956.88,"","https://shop.boeing.com/aviation-supply/p/M250-10071=64","{\"$date\":\"2024-02-25T16:35:23.828Z\"}","{\"$date\":\"2024-02-25T16:35:23.828Z\"}"
"UL26006","TUBE: FUEL DRAIN,INTEGRATED,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL26006=R2","{\"$date\":\"2024-02-25T16:35:39.888Z\"}","{\"$date\":\"2024-02-25T16:35:39.888Z\"}"
"MS9564-03","SCREW: DBL HEX HD,CRES, MACHINE,DRILLED","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",43,"https://www.aviall.com/content-images/MS9564-03=64_120.JPG",0,"aviallaltuser",45.01,"","https://shop.boeing.com/aviation-supply/p/MS9564-03=64","{\"$date\":\"2024-02-25T16:35:46.440Z\"}","{\"$date\":\"2024-02-25T16:35:46.440Z\"}"
"GT11267","TAG: WARNING,NON-STICK,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",195,null,0,"aviallaltuser",0.81,"","https://shop.boeing.com/aviation-supply/p/GT11267=64","{\"$date\":\"2024-02-25T16:35:50.117Z\"}","{\"$date\":\"2024-02-25T16:35:50.117Z\"}"
"23085138-6","ORIFICE: VENT,DIFFUSER,","Aircraft Parts","ENGINES","Rolls-Royce - RR300 Piece Parts",1,null,0,"aviallaltuser",172.82,"","https://shop.boeing.com/aviation-supply/p/23085138-6=R4","{\"$date\":\"2024-02-25T16:35:56.217Z\"}","{\"$date\":\"2024-02-25T16:35:56.217Z\"}"
"1013855","CLAMP: BACKSHELL,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/1013855=R2","{\"$date\":\"2024-02-25T16:36:25.355Z\"}","{\"$date\":\"2024-02-25T16:36:25.355Z\"}"
"UL37720","DISC: ROTOR,STG1, LOW PRESSURE","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL37720=R2","{\"$date\":\"2024-02-25T16:36:28.913Z\"}","{\"$date\":\"2024-02-25T16:36:28.913Z\"}"
"6876685","BRACKET: PC FILTER,MOUNTING,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",14,"https://www.aviall.com/content-images/6876685=64_120.JPG",0,"aviallaltuser",629.26,"","https://shop.boeing.com/aviation-supply/p/6876685=64","{\"$date\":\"2024-02-25T16:36:37.862Z\"}","{\"$date\":\"2024-02-25T16:36:37.862Z\"}"
"23037191","BLADE: TURBINE,STG1, 600 SERIES","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",9783,"https://www.aviall.com/content-images/23037191=T5_120.JPG",0,"aviallaltuser",1204.69,"","https://shop.boeing.com/aviation-supply/p/23037191=T5","{\"$date\":\"2024-02-25T16:36:41.991Z\"}","{\"$date\":\"2024-02-25T16:36:41.991Z\"}"
"F2785D","RECORD: TURBINE ASSEMBLY,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",13,null,0,"aviallaltuser",0.81,"","https://shop.boeing.com/aviation-supply/p/F2785D=64","{\"$date\":\"2024-02-25T16:36:46.222Z\"}","{\"$date\":\"2024-02-25T16:36:46.222Z\"}"
"LK34244","BEARING: BALL,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/LK34244=R2","{\"$date\":\"2024-02-25T16:36:54.881Z\"}","{\"$date\":\"2024-02-25T16:36:54.881Z\"}"
"UL38696","GEAR: 32 T,SPUR,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL38696=R2","{\"$date\":\"2024-02-25T16:36:58.602Z\"}","{\"$date\":\"2024-02-25T16:36:58.602Z\"}"
"M250-10135","GEARSHAFT: HELICAL-PTO ASSEMB,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",4,null,0,"aviallaltuser",10745.94,"","https://shop.boeing.com/aviation-supply/p/M250-10135=64","{\"$date\":\"2024-02-25T16:37:02.606Z\"}","{\"$date\":\"2024-02-25T16:37:02.606Z\"}"
"23065843","WHEEL: TURBINE,STG3,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",28,"https://www.aviall.com/content-images/23065843=64_120.JPG",0,"aviallaltuser",13355.94,"","https://shop.boeing.com/aviation-supply/p/23065843=64","{\"$date\":\"2024-02-25T16:37:08.926Z\"}","{\"$date\":\"2024-02-25T16:37:08.926Z\"}"
"6871533-2","PIN: SHLDR,HDLESS,ST,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",9,null,0,"aviallaltuser",21.6,"","https://shop.boeing.com/aviation-supply/p/6871533-2=R4","{\"$date\":\"2024-02-25T16:37:15.507Z\"}","{\"$date\":\"2024-02-25T17:18:42.022Z\"}"
"6809580","SHAFT - COORD FEATHERING ASSEM,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",8,null,0,"aviallaltuser",3516.1,"","https://shop.boeing.com/aviation-supply/p/6809580=T5","{\"$date\":\"2024-02-25T16:37:19.425Z\"}","{\"$date\":\"2024-02-25T16:37:19.425Z\"}"
"AN150862","STUD: STEPPED,ST,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",19,null,0,"aviallaltuser",11.85,"","https://shop.boeing.com/aviation-supply/p/AN150862=R4","{\"$date\":\"2024-02-25T16:37:23.495Z\"}","{\"$date\":\"2024-02-25T18:44:51.440Z\"}"
"6871784","GUIDE: POPPET,FILTER BYPASS,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",4,null,0,"aviallaltuser",124.65,"","https://shop.boeing.com/aviation-supply/p/6871784=64","{\"$date\":\"2024-02-25T16:37:27.362Z\"}","{\"$date\":\"2024-02-25T16:37:27.362Z\"}"
"UL26045","TUBE:,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL26045=R2","{\"$date\":\"2024-02-25T16:37:52.029Z\"}","{\"$date\":\"2024-02-25T16:37:52.029Z\"}"
"6843149","PIN: HINGE,ANTI-ICER,COWL,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",46,null,0,"aviallaltuser",580,"","https://shop.boeing.com/aviation-supply/p/6843149=T5","{\"$date\":\"2024-02-25T16:37:56.105Z\"}","{\"$date\":\"2024-02-25T16:37:56.105Z\"}"
"6889315-3","CAGE: BEARING,PLAIN,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",14,"https://www.aviall.com/content-images/6889315-3=64_120.JPG",0,"aviallaltuser",753.53,"","https://shop.boeing.com/aviation-supply/p/6889315-3=64","{\"$date\":\"2024-02-25T16:37:59.429Z\"}","{\"$date\":\"2024-02-25T16:37:59.429Z\"}"
"6853362","BRACKET: FIRESHIELD,ASSEMBLY,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",14,null,0,"aviallaltuser",212.94,"","https://shop.boeing.com/aviation-supply/p/6853362=64","{\"$date\":\"2024-02-25T16:38:03.448Z\"}","{\"$date\":\"2024-02-25T16:38:03.448Z\"}"
"23064563","TUBE:,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",36,null,0,"aviallaltuser",266.5,"","https://shop.boeing.com/aviation-supply/p/23064563=64","{\"$date\":\"2024-02-25T16:38:09.831Z\"}","{\"$date\":\"2024-02-25T16:38:09.831Z\"}"
"FW14797","HINTERE OCKERPLATTE,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-535C",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/FW14797=R5","{\"$date\":\"2024-02-25T16:38:13.344Z\"}","{\"$date\":\"2024-02-25T16:38:13.344Z\"}"
"MS9015-05","PLUG: THREADED,AL,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",23,null,0,"aviallaltuser",19.89,"","https://shop.boeing.com/aviation-supply/p/MS9015-05=64","{\"$date\":\"2024-02-25T16:38:17.265Z\"}","{\"$date\":\"2024-02-25T16:38:17.265Z\"}"
"UL38613","TUBE: OIL FEED,OIL PUMP,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL38613=R2","{\"$date\":\"2024-02-25T16:38:20.772Z\"}","{\"$date\":\"2024-02-25T16:38:20.772Z\"}"
"6889318","NUT: SPANNER,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",3,null,0,"aviallaltuser",383.13,"","https://shop.boeing.com/aviation-supply/p/6889318=64","{\"$date\":\"2024-02-25T16:38:24.640Z\"}","{\"$date\":\"2024-02-25T16:38:24.640Z\"}"
"FW14219","BLADE: LPC,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/FW14219=R2","{\"$date\":\"2024-02-25T16:38:28.278Z\"}","{\"$date\":\"2024-02-25T16:38:28.278Z\"}"
"UL33596","PAD: CHOCKING,FRT,LOW PRESSURE,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL33596=R2","{\"$date\":\"2024-02-25T16:38:31.944Z\"}","{\"$date\":\"2024-02-25T16:38:31.944Z\"}"
"LT14217","SUPPORT: STRIP,SEAL,LH,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/LT14217=R2","{\"$date\":\"2024-02-25T16:38:35.344Z\"}","{\"$date\":\"2024-02-25T16:38:35.344Z\"}"
"NAS1149E0332R","WASHER: FLT,ST,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",91,"https://www.aviall.com/content-images/NAS1149E0332R=64_120.JPG",0,"aviallaltuser",4.95,"","https://shop.boeing.com/aviation-supply/p/NAS1149E0332R=64","{\"$date\":\"2024-02-25T16:38:41.928Z\"}","{\"$date\":\"2024-02-25T16:38:41.928Z\"}"
"40138P009","STUD:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",157,null,0,"aviallaltuser",8,"","https://shop.boeing.com/aviation-supply/p/40138P009=T5","{\"$date\":\"2024-02-25T16:38:51.509Z\"}","{\"$date\":\"2024-02-25T16:38:51.509Z\"}"
"6748072-337","RING: RETAINING,INT,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",343,null,0,"aviallaltuser",38.93,"","https://shop.boeing.com/aviation-supply/p/6748072-337=64","{\"$date\":\"2024-02-25T16:38:55.397Z\"}","{\"$date\":\"2024-02-25T16:38:55.397Z\"}"
"F2784D","LOGCARD: SVC,INSPECTION,MAINTENANCE,OHC,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",147,null,0,"aviallaltuser",0.81,"","https://shop.boeing.com/aviation-supply/p/F2784D=64","{\"$date\":\"2024-02-25T16:38:59.497Z\"}","{\"$date\":\"2024-02-25T16:38:59.497Z\"}"
"LK47395","PANEL: ACOUSTIC,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/LK47395=R2","{\"$date\":\"2024-02-25T16:39:24.011Z\"}","{\"$date\":\"2024-02-25T16:39:24.011Z\"}"
"501PSECTKIT","KIT: POWER SECTION,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",1,null,0,"aviallaltuser",594.59,"","https://shop.boeing.com/aviation-supply/p/501PSECTKIT=T5","{\"$date\":\"2024-02-25T16:39:27.784Z\"}","{\"$date\":\"2024-02-25T16:39:27.784Z\"}"
"UL34057","TUBE: LINE DISCONNECT, TO LINE DISCONNECT","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL34057=R2","{\"$date\":\"2024-02-25T16:39:41.614Z\"}","{\"$date\":\"2024-02-25T16:39:41.614Z\"}"
"MS9486-26","PIN: HEADLESS,STR,CRES,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",20,null,0,"aviallaltuser",0.6,"","https://shop.boeing.com/aviation-supply/p/MS9486-26=64","{\"$date\":\"2024-02-25T16:39:48.456Z\"}","{\"$date\":\"2024-02-25T16:39:48.456Z\"}"
"TE1143-1","BLANKET: FRT,RH,UPR,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/TE1143-1=R2","{\"$date\":\"2024-02-25T16:39:52.229Z\"}","{\"$date\":\"2024-02-25T16:39:52.229Z\"}"
"UL20770","HOUSING: ROLLER BEARING,COVER,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL20770=R2","{\"$date\":\"2024-02-25T16:39:55.920Z\"}","{\"$date\":\"2024-02-25T16:39:55.920Z\"}"
"MS9501-20","BOLT: HEX HD,CRES, DRILLED","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",297,null,0,"aviallaltuser",7.36,"","https://shop.boeing.com/aviation-supply/p/MS9501-20=64","{\"$date\":\"2024-02-25T16:40:00.581Z\"}","{\"$date\":\"2024-02-25T16:40:00.581Z\"}"
"M250-10327","Rolls-Royce® Oil Pressure Pump Body M250-10327","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",2,null,0,"aviallaltuser",8560.87,"","https://shop.boeing.com/aviation-supply/p/M250-10327=64","{\"$date\":\"2024-02-25T16:40:12.591Z\"}","{\"$date\":\"2024-02-25T16:40:12.591Z\"}"
"AS3209-031","ORING: FLUOROCARBON,75,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",180,null,0,"aviallaltuser",1.37,"","https://shop.boeing.com/aviation-supply/p/AS3209-031=64","{\"$date\":\"2024-02-25T16:40:21.661Z\"}","{\"$date\":\"2024-02-25T16:40:21.661Z\"}"
"23066708-024","SHIM: NOZZLE,TURBINE,STG1,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",17,"https://www.aviall.com/content-images/23066708-024=64_120.JPG",0,"aviallaltuser",393.26,"","https://shop.boeing.com/aviation-supply/p/23066708-024=64","{\"$date\":\"2024-02-25T16:40:28.089Z\"}","{\"$date\":\"2024-02-25T16:40:28.089Z\"}"
"UL22142","TUBE: PF AIR,LINE DISCONNECTN,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL22142=R2","{\"$date\":\"2024-02-25T16:40:31.682Z\"}","{\"$date\":\"2024-02-25T16:40:31.682Z\"}"
"6899407","CAP: OIL FILTER,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",0,"https://www.aviall.com/content-images/6899407=64_120.JPG",0,"aviallaltuser",557.36,"","https://shop.boeing.com/aviation-supply/p/6899407=64","{\"$date\":\"2024-02-25T16:41:01.257Z\"}","{\"$date\":\"2024-02-25T16:41:01.257Z\"}"
"23087940","TUBE: ASSEMBLY,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",7,null,0,"aviallaltuser",1671.6,"","https://shop.boeing.com/aviation-supply/p/23087940=64","{\"$date\":\"2024-02-25T16:41:07.858Z\"}","{\"$date\":\"2024-02-25T16:41:07.858Z\"}"
"6809572","SEAT: VALVE,AIR,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",35,null,0,"aviallaltuser",1082.2,"","https://shop.boeing.com/aviation-supply/p/6809572=T5","{\"$date\":\"2024-02-25T16:41:14.586Z\"}","{\"$date\":\"2024-02-25T16:41:14.586Z\"}"
"UL37241","TUBE: P30 AIR,FAIRING DISCONNE,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL37241=R2","{\"$date\":\"2024-02-25T16:41:20.634Z\"}","{\"$date\":\"2024-02-25T16:41:20.634Z\"}"
"6871492","PLUG: OIL,PROP,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",23,null,0,"aviallaltuser",633.83,"","https://shop.boeing.com/aviation-supply/p/6871492=64","{\"$date\":\"2024-02-25T16:41:24.685Z\"}","{\"$date\":\"2024-02-25T16:41:24.685Z\"}"
"M250-10285","SUPPORT: TURBINE & EXHAUST,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",0,null,0,"aviallaltuser",46540.86,"","https://shop.boeing.com/aviation-supply/p/M250-10285=64","{\"$date\":\"2024-02-25T16:41:31.442Z\"}","{\"$date\":\"2024-02-25T16:41:31.442Z\"}"
"UL26661","SHAFT: QUILL,ADAPTER,GEARBOX,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL26661=R2","{\"$date\":\"2024-02-25T16:41:37.639Z\"}","{\"$date\":\"2024-02-25T16:41:37.639Z\"}"
"6876025","ELBOW: 90DEG,FLARED TUBE,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",3,null,0,"aviallaltuser",188.35,"","https://shop.boeing.com/aviation-supply/p/6876025=64","{\"$date\":\"2024-02-25T16:41:41.744Z\"}","{\"$date\":\"2024-02-25T16:41:41.744Z\"}"
"UL20771","GEARSHAFT: 44T SPUR,IDLER,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL20771=R2","{\"$date\":\"2024-02-25T16:41:45.464Z\"}","{\"$date\":\"2024-02-25T16:41:45.464Z\"}"
"UL28314","TUBE: P8 AIR,SPLITTER JUNCTION, TO PYLON FLOOR","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL28314=R2","{\"$date\":\"2024-02-25T16:41:56.545Z\"}","{\"$date\":\"2024-02-25T16:41:56.545Z\"}"
"6874924-7","ORIFICE: VENT,DIFFUSER,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",9,null,0,"aviallaltuser",114.79,"","https://shop.boeing.com/aviation-supply/p/6874924-7=64","{\"$date\":\"2024-02-25T16:42:23.269Z\"}","{\"$date\":\"2024-02-25T16:42:23.269Z\"}"
"FW43582","PANEL: ACOUSTIC,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/FW43582=R2","{\"$date\":\"2024-02-25T16:42:29.630Z\"}","{\"$date\":\"2024-02-25T16:42:29.630Z\"}"
"U320359","TUBING: RNF100 SIZE 3/4IN,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/U320359=R2","{\"$date\":\"2024-02-25T16:42:38.334Z\"}","{\"$date\":\"2024-02-25T16:42:38.334Z\"}"
"F2784C","LOGCARD: SVC,INSPECTION,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",590,null,0,"aviallaltuser",0.81,"","https://shop.boeing.com/aviation-supply/p/F2784C=64","{\"$date\":\"2024-02-25T16:42:45.007Z\"}","{\"$date\":\"2024-02-25T16:42:45.007Z\"}"
"23060441","WASHER: SPRING COMPRESSION 2.4,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",2,null,0,"aviallaltuser",1192.95,"","https://shop.boeing.com/aviation-supply/p/23060441=64","{\"$date\":\"2024-02-25T16:42:51.581Z\"}","{\"$date\":\"2024-02-25T16:42:51.581Z\"}"
"23061904","COVER: ENGINE ACCESSORY,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",52,null,0,"aviallaltuser",190.39,"","https://shop.boeing.com/aviation-supply/p/23061904=64","{\"$date\":\"2024-02-25T16:42:55.603Z\"}","{\"$date\":\"2024-02-25T16:42:55.603Z\"}"
"RR30000301","BEARING: ROLLER,CYLINDRICAL, 10MM X 26MM","Aircraft Parts","ENGINES","Rolls-Royce - RR300 Piece Parts",9,null,0,"aviallaltuser",3139.82,"","https://shop.boeing.com/aviation-supply/p/RR30000301=R4","{\"$date\":\"2024-02-25T16:43:04.692Z\"}","{\"$date\":\"2024-02-25T16:43:04.692Z\"}"
"MS9593-074","BRACKET: 90DEG,CRES,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",3,null,0,"aviallaltuser",6.32,"","https://shop.boeing.com/aviation-supply/p/MS9593-074=64","{\"$date\":\"2024-02-25T16:43:08.570Z\"}","{\"$date\":\"2024-02-25T16:43:08.570Z\"}"
"UL23394","BLADE: STG 5,ROTOR,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL23394=R2","{\"$date\":\"2024-02-25T16:43:12.192Z\"}","{\"$date\":\"2024-02-25T16:43:12.192Z\"}"
"MS9193-05","ADAPTER: STR,TUBE TO BOSS,ST,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",52,null,0,"aviallaltuser",59.83,"","https://shop.boeing.com/aviation-supply/p/MS9193-05=64","{\"$date\":\"2024-02-25T16:43:16.157Z\"}","{\"$date\":\"2024-02-25T16:43:16.157Z\"}"
"6898507","PISTON: COMPR BLEED VALVE,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",8,null,0,"aviallaltuser",342.36,"","https://shop.boeing.com/aviation-supply/p/6898507=64","{\"$date\":\"2024-02-25T16:43:20.236Z\"}","{\"$date\":\"2024-02-25T16:43:20.236Z\"}"
"MS9584-04","BOLT: HEX HD,CRES, DRILLED","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",112,null,0,"aviallaltuser",126.24,"","https://shop.boeing.com/aviation-supply/p/MS9584-04=64","{\"$date\":\"2024-02-25T16:43:24.180Z\"}","{\"$date\":\"2024-02-25T16:43:24.180Z\"}"
"UL37003","LINER: INTER PRESSURE,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL37003=R2","{\"$date\":\"2024-02-25T16:43:30.577Z\"}","{\"$date\":\"2024-02-25T16:43:30.577Z\"}"
"RR30000478","KIT: REPLACEMENT SEALS, OIL DRAIN","Aircraft Parts","ENGINES","Rolls-Royce - RR300 Piece Parts",22,null,0,"aviallaltuser",424.58,"","https://shop.boeing.com/aviation-supply/p/RR30000478=R4","{\"$date\":\"2024-02-25T16:43:34.031Z\"}","{\"$date\":\"2024-02-25T16:43:34.031Z\"}"
"LK55868","TUBE: OIL RETURN,3-WAY CONNECT,","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/LK55868=R2","{\"$date\":\"2024-02-25T16:44:01.123Z\"}","{\"$date\":\"2024-02-25T16:44:01.123Z\"}"
"6853308","TUBE: FUEL-CONTROL TO PUM,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",15,null,0,"aviallaltuser",497.41,"","https://shop.boeing.com/aviation-supply/p/6853308=64","{\"$date\":\"2024-02-25T16:44:05.113Z\"}","{\"$date\":\"2024-02-25T16:44:05.113Z\"}"
"F2784B","LOGCARD: SVC,INSPECTION,MAINTENANCE,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",5,null,0,"aviallaltuser",0.81,"","https://shop.boeing.com/aviation-supply/p/F2784B=64","{\"$date\":\"2024-02-25T16:44:09.188Z\"}","{\"$date\":\"2024-02-25T16:44:09.188Z\"}"
"UL28312","TUBE: AIR,SPLITTER,JUNCTION, TO PYLON FLOOR","Aircraft Parts","ENGINES","Rolls-Royce - RB-211-524",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/UL28312=R2","{\"$date\":\"2024-02-25T16:44:12.675Z\"}","{\"$date\":\"2024-02-25T16:44:12.675Z\"}"
"AS3216-114","RING: RETAINING,EXT,CRES, HEAVY DUTY","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",31,null,0,"aviallaltuser",57.57,"","https://shop.boeing.com/aviation-supply/p/AS3216-114=64","{\"$date\":\"2024-02-25T16:44:21.787Z\"}","{\"$date\":\"2024-02-25T16:44:21.787Z\"}"
"23052652-01","CLAMP: LOOP,MULTI,HINGED,ST,","Aircraft Parts","ENGINES","Rolls-Royce - RR300 Piece Parts",4,null,0,"aviallaltuser",241.86,"","https://shop.boeing.com/aviation-supply/p/23052652-01=R4","{\"$date\":\"2024-02-25T16:44:25.305Z\"}","{\"$date\":\"2024-02-25T16:44:25.305Z\"}"
"6841732-202","STUD: STEPPED,DRILLED,2 DIA EN,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",1828.75,"","https://shop.boeing.com/aviation-supply/p/6841732-202=T5","{\"$date\":\"2024-02-25T16:44:29.376Z\"}","{\"$date\":\"2024-02-25T16:44:29.376Z\"}"
